customer_id,country,education,gender,member_card,total_children,Recency,Frequency,Monetary
2640,USA,Partial College,M,Golden,4,236,5,187.09
2645,USA,Graduate Degree,F,Golden,1,4,3,33.97
2647,USA,Bachelors Degree,M,Bronze,2,55,5,137.02
2648,USA,Partial High School,M,Silver,1,21,2,88.01
2654,USA,High School Degree,F,Bronze,3,66,3,39.82
2655,USA,Partial High School,M,Golden,4,291,1,0.57
2656,USA,Bachelors Degree,F,Normal,2,14,8,132.89
2658,USA,High School Degree,M,Bronze,4,139,3,96.66
2662,USA,Partial High School,F,Bronze,4,28,3,89.17
2663,USA,Partial High School,M,Bronze,1,24,12,335.98
2664,USA,High School Degree,F,Silver,3,10,11,264.15
2665,USA,Partial High School,F,Normal,5,75,1,15.44
2667,USA,Partial College,F,Golden,1,80,1,24.04
2668,USA,Bachelors Degree,M,Bronze,0,49,1,39.62
2670,USA,Graduate Degree,F,Bronze,0,192,2,62.7
2672,USA,Partial High School,M,Golden,1,133,2,41.91
2673,USA,Bachelors Degree,M,Silver,5,77,7,236.09
2674,USA,Partial High School,M,Normal,0,115,8,235.64
2675,USA,Partial High School,M,Silver,0,66,3,44.43
2677,USA,Bachelors Degree,F,Bronze,1,21,6,191.74
2678,USA,Bachelors Degree,M,Bronze,1,11,6,186.12
2680,USA,Bachelors Degree,F,Bronze,4,131,2,57.31
2681,USA,Bachelors Degree,M,Silver,4,30,4,124.29
2682,USA,High School Degree,F,Bronze,3,15,9,284.53
2683,USA,Bachelors Degree,F,Bronze,1,144,1,15.73
2684,USA,Partial High School,F,Normal,4,227,4,77.72
2686,USA,Partial High School,F,Normal,0,78,5,74.8
2687,USA,Graduate Degree,F,Normal,5,108,3,106.54
2688,USA,Partial College,F,Silver,5,74,5,163.52
2689,USA,High School Degree,M,Bronze,1,5,10,214.88
2690,USA,Bachelors Degree,F,Normal,0,4,14,304.78
2693,USA,High School Degree,F,Bronze,4,121,1,4.92
2694,USA,Bachelors Degree,F,Silver,2,47,2,30.65
2695,USA,Partial High School,F,Normal,3,72,7,349.52
2698,USA,Partial High School,M,Bronze,2,77,2,63.15
2699,USA,High School Degree,F,Bronze,3,152,3,100.84
2700,USA,High School Degree,F,Bronze,4,47,2,72.14
2703,USA,High School Degree,M,Bronze,2,228,3,80.23
2705,USA,Graduate Degree,F,Bronze,1,100,1,16.41
2706,USA,Partial High School,F,Bronze,4,229,1,6.82
2709,USA,High School Degree,F,Bronze,4,12,3,55.38
2710,USA,High School Degree,F,Bronze,2,142,1,6
2711,USA,High School Degree,M,Bronze,1,27,2,26.21
2712,USA,Partial High School,M,Normal,4,19,4,114.81
2715,USA,Partial High School,F,Normal,3,137,2,108.78
2716,USA,High School Degree,F,Bronze,4,91,4,62.8
2717,USA,Partial College,M,Bronze,5,128,1,12.71
2722,USA,Bachelors Degree,M,Bronze,1,257,3,48.89
2723,USA,High School Degree,F,Normal,2,5,11,230.28
2724,USA,Bachelors Degree,M,Bronze,2,5,3,123.67
2725,USA,Partial College,F,Bronze,2,46,3,96.44
2727,USA,Partial College,F,Bronze,1,292,1,25.86
2729,USA,Bachelors Degree,F,Bronze,4,187,2,79.83
2731,USA,High School Degree,M,Bronze,3,80,4,105.99
2734,USA,Partial High School,M,Silver,3,113,2,75.49
2735,USA,Partial High School,M,Bronze,3,71,1,52.43
2736,USA,Partial High School,F,Normal,5,201,2,44.9
2737,USA,Bachelors Degree,F,Bronze,3,45,4,165.43
2738,USA,High School Degree,F,Golden,3,264,2,61.27
2739,USA,Partial High School,F,Golden,3,52,1,8.58
2740,USA,Bachelors Degree,M,Silver,1,16,4,84.63
2741,USA,Bachelors Degree,M,Bronze,3,95,3,41.95
2742,USA,Partial High School,M,Normal,3,7,7,154.23
2745,USA,Partial College,M,Bronze,3,320,1,18.86
2747,USA,High School Degree,M,Golden,4,14,2,61.61
2748,USA,Bachelors Degree,M,Bronze,3,131,2,86.22
2751,USA,Partial College,F,Bronze,3,28,4,89.69
2756,USA,Partial College,F,Bronze,1,11,14,287.17
2757,USA,Graduate Degree,M,Golden,5,44,4,115.86
2758,USA,Partial High School,M,Normal,4,73,1,34.33
2759,USA,Partial College,M,Silver,4,53,2,20.41
2760,USA,Bachelors Degree,M,Silver,4,105,2,35.08
2762,USA,Bachelors Degree,M,Bronze,2,72,4,134.62
2763,USA,Bachelors Degree,F,Golden,4,225,2,72.09
2764,USA,Bachelors Degree,F,Bronze,5,348,1,43.4
2765,USA,High School Degree,F,Bronze,2,71,1,7.4
2767,USA,Partial High School,M,Normal,2,47,3,45.15
2769,USA,Partial High School,M,Normal,1,6,18,607.96
2770,USA,High School Degree,F,Bronze,5,54,1,5.24
2772,USA,Bachelors Degree,F,Bronze,3,48,2,67.25
2773,USA,Bachelors Degree,M,Silver,2,275,1,39.26
2775,USA,Bachelors Degree,F,Golden,4,5,3,99.55
2776,USA,Graduate Degree,F,Golden,1,42,3,41.59
2777,USA,Bachelors Degree,F,Normal,4,32,4,72.09
2778,USA,High School Degree,F,Silver,1,115,2,18.63
2779,USA,Partial High School,F,Bronze,1,41,2,58.12
2781,USA,Partial High School,F,Normal,3,194,2,47.93
2783,USA,Partial College,F,Silver,1,253,1,1.7
2784,USA,Bachelors Degree,F,Golden,3,66,4,68.25
2787,USA,High School Degree,F,Golden,3,83,8,200.91
2788,USA,Partial College,F,Bronze,3,162,1,14.14
2791,USA,Bachelors Degree,F,Bronze,5,131,5,148.32
2792,USA,Bachelors Degree,M,Bronze,0,341,1,20.4
2793,USA,Partial College,M,Bronze,3,37,3,82.22
2794,USA,Partial College,M,Normal,4,78,4,66.77
2795,USA,Partial High School,M,Normal,3,184,3,67.92
2798,USA,High School Degree,M,Bronze,3,35,4,79.9
2800,USA,High School Degree,F,Silver,4,28,2,22.46
2805,USA,Bachelors Degree,M,Bronze,5,144,1,11.55
2808,USA,High School Degree,M,Bronze,1,21,6,147.14
2809,USA,High School Degree,F,Bronze,1,318,1,12.75
2813,USA,Partial High School,F,Normal,5,78,2,71.11
2815,USA,High School Degree,F,Bronze,2,86,7,87.36
2817,USA,Bachelors Degree,F,Bronze,4,3,2,78.28
2818,USA,Graduate Degree,M,Bronze,2,16,3,106.78
2820,USA,High School Degree,F,Bronze,2,60,2,63.6
2821,USA,Partial High School,F,Bronze,1,249,1,20.82
2823,USA,Graduate Degree,F,Bronze,1,280,1,64.97
2824,USA,High School Degree,F,Bronze,0,29,1,6.39
2825,USA,Partial High School,F,Normal,4,83,7,193.65
2827,USA,Bachelors Degree,F,Bronze,3,16,1,28.69
2828,USA,High School Degree,F,Bronze,0,3,2,37.48
2829,USA,Partial High School,F,Bronze,1,29,10,322.82
2830,USA,Partial High School,M,Normal,4,78,3,106.24
2831,USA,Bachelors Degree,F,Silver,0,51,1,18.23
2832,USA,Partial High School,M,Normal,4,77,4,119.99
2835,USA,Bachelors Degree,F,Bronze,1,285,1,29.4
2836,USA,Partial High School,F,Normal,2,175,1,16.84
2839,USA,High School Degree,M,Bronze,0,205,2,47.11
2842,USA,Partial High School,F,Normal,3,41,2,42.94
2846,USA,Bachelors Degree,F,Bronze,1,21,6,220.95
2848,USA,Partial High School,F,Normal,4,19,4,99.17
2850,USA,Partial High School,M,Normal,4,5,14,461.46
2854,USA,High School Degree,F,Bronze,0,85,1,14.59
2856,USA,Graduate Degree,F,Silver,5,157,3,46.92
2857,USA,High School Degree,M,Bronze,1,22,2,67.4
2859,USA,Partial High School,F,Normal,2,209,1,5.71
2861,USA,Partial College,M,Golden,5,223,4,115.55
2863,USA,Bachelors Degree,M,Bronze,0,25,10,209.95
2864,USA,High School Degree,M,Golden,1,328,1,47.99
2865,USA,High School Degree,M,Silver,4,153,2,74.52
2866,USA,High School Degree,F,Bronze,2,36,1,24.44
2869,USA,High School Degree,F,Normal,2,3,7,213.3
2870,USA,Partial High School,M,Normal,3,49,3,100.24
2871,USA,Partial College,M,Bronze,4,142,2,41.91
2872,USA,High School Degree,F,Golden,4,18,2,44.14
2875,USA,Bachelors Degree,F,Silver,3,60,2,36.5
2876,USA,Graduate Degree,F,Bronze,0,3,3,92.74
2878,USA,High School Degree,F,Golden,4,5,12,488.09
2879,USA,Graduate Degree,M,Bronze,1,180,2,23.46
2881,USA,High School Degree,F,Golden,3,25,3,98.93
2882,USA,Partial High School,M,Normal,2,91,2,54.59
2886,USA,High School Degree,F,Bronze,3,78,1,43.12
2887,USA,Partial High School,F,Normal,2,183,1,15.79
2888,USA,Bachelors Degree,M,Bronze,2,53,1,43.01
2890,USA,High School Degree,F,Golden,4,3,5,192.95
2893,USA,Partial High School,F,Bronze,1,25,4,119.7
2894,USA,Partial High School,M,Normal,5,33,3,52.72
2896,USA,Bachelors Degree,F,Bronze,5,47,7,187.76
2897,USA,Bachelors Degree,F,Bronze,1,119,5,74.74
2900,USA,Partial College,F,Golden,3,142,2,61.5
2903,USA,Partial High School,M,Silver,1,108,1,23.88
2905,USA,Partial High School,M,Bronze,1,221,5,168.09
2906,USA,Partial High School,M,Normal,4,5,1,48.95
2907,USA,Partial High School,F,Bronze,3,137,2,93.03
2908,USA,High School Degree,M,Bronze,4,35,9,406.27
2909,USA,Bachelors Degree,M,Golden,5,78,2,57.84
2910,USA,Partial High School,M,Normal,1,115,3,44.96
2913,USA,Bachelors Degree,F,Silver,1,117,1,46.4
2914,USA,High School Degree,M,Bronze,3,29,2,68.29
2915,USA,Partial High School,M,Bronze,0,153,3,115.5
2916,USA,High School Degree,M,Bronze,5,18,8,136.52
2917,USA,Partial High School,M,Normal,2,35,4,55.99
2918,USA,Partial High School,F,Normal,3,25,10,291.68
2921,USA,High School Degree,F,Bronze,4,11,21,772.62
2924,USA,Partial College,M,Bronze,5,5,7,178.51
2925,USA,Partial College,M,Bronze,0,78,2,53.04
2927,USA,High School Degree,M,Golden,4,60,2,65.37
2928,USA,Partial High School,M,Normal,1,179,1,9.53
2929,USA,Bachelors Degree,M,Bronze,4,195,4,89.49
2930,USA,Partial High School,F,Bronze,5,53,2,30.74
2933,USA,Partial High School,F,Bronze,1,211,2,38.67
2934,USA,Partial High School,M,Normal,1,331,1,4.65
2936,USA,Bachelors Degree,F,Bronze,3,12,1,25.86
2941,USA,Bachelors Degree,M,Bronze,0,138,2,39.39
2942,USA,High School Degree,F,Bronze,3,40,13,515.82
2943,USA,Bachelors Degree,M,Bronze,2,126,1,4.67
2947,USA,High School Degree,F,Normal,1,67,7,118.32
2948,USA,High School Degree,M,Bronze,3,315,1,10.08
2951,USA,High School Degree,F,Silver,3,173,2,97.58
2952,USA,High School Degree,F,Bronze,1,45,5,88.25
2955,USA,Partial High School,F,Normal,0,28,2,37.99
2957,USA,Bachelors Degree,M,Silver,3,74,2,61.28
2958,USA,Bachelors Degree,M,Bronze,1,12,1,19.48
2960,USA,Bachelors Degree,M,Silver,2,224,1,16.87
2961,USA,High School Degree,F,Silver,4,128,2,100.26
2962,USA,Partial College,M,Normal,2,104,1,29.26
2963,USA,Graduate Degree,M,Bronze,4,139,4,130.51
2964,USA,High School Degree,F,Bronze,0,35,2,22.64
2965,USA,Partial High School,F,Silver,4,15,3,44.19
2966,USA,High School Degree,F,Golden,2,11,6,153.95
2968,USA,High School Degree,M,Bronze,5,18,6,224.06
2969,USA,Partial High School,M,Normal,1,139,2,63.85
2970,USA,Partial High School,M,Normal,3,91,1,8.44
2973,USA,Bachelors Degree,M,Bronze,5,182,1,24.72
2976,USA,High School Degree,M,Bronze,4,150,4,121.05
2977,USA,Partial High School,M,Bronze,4,142,3,76.53
2978,USA,Bachelors Degree,F,Bronze,1,332,2,68.36
2981,USA,Bachelors Degree,F,Bronze,1,43,15,441.75
2987,USA,High School Degree,M,Bronze,2,60,3,19.35
2988,USA,High School Degree,M,Bronze,1,71,3,65.49
2991,USA,High School Degree,F,Bronze,1,31,2,16.03
2993,USA,Partial High School,M,Bronze,1,225,2,45.9
2994,USA,Partial College,M,Bronze,1,21,2,26.66
2996,USA,Partial High School,F,Normal,4,182,3,111.82
2997,USA,Partial High School,M,Normal,4,348,1,14.53
3000,USA,High School Degree,M,Normal,1,59,8,310.67
3001,USA,High School Degree,F,Bronze,1,58,5,110.93
3003,USA,Bachelors Degree,F,Bronze,2,54,5,87.62
3004,USA,Partial High School,F,Silver,1,171,1,38.63
3005,USA,Bachelors Degree,M,Bronze,4,54,5,101.29
3009,USA,Partial College,F,Bronze,3,124,3,68.73
3010,USA,Graduate Degree,M,Bronze,3,54,3,68.79
3011,USA,Partial High School,F,Normal,2,219,2,37.33
3012,USA,Bachelors Degree,F,Golden,4,171,3,171.95
3015,USA,Partial High School,F,Normal,1,27,3,73.21
3019,USA,Partial High School,F,Normal,4,284,2,38.12
3020,USA,Partial College,F,Silver,1,14,12,384.88
3021,USA,Bachelors Degree,F,Bronze,3,11,14,305.56
3022,USA,Partial High School,M,Normal,1,71,1,5.34
3024,USA,Partial High School,F,Bronze,2,77,2,41.71
3027,USA,Bachelors Degree,M,Golden,3,138,2,46.18
3028,USA,Partial High School,M,Normal,3,13,4,108.39
3030,USA,Partial College,M,Bronze,0,51,1,6.93
3031,USA,High School Degree,M,Bronze,5,114,2,51.57
3033,USA,Partial High School,M,Normal,2,71,2,28.3
3034,USA,High School Degree,M,Bronze,4,69,3,55.5
3036,USA,Partial High School,M,Normal,4,108,1,13.92
3037,USA,High School Degree,M,Bronze,4,273,1,50.61
3038,USA,Partial High School,M,Normal,2,168,2,15.89
3039,USA,Graduate Degree,M,Normal,3,105,2,63.62
3041,USA,Partial College,M,Bronze,5,53,1,30.2
3046,USA,High School Degree,M,Bronze,2,32,6,147.94
3048,USA,Partial High School,M,Normal,1,182,1,17.66
3049,USA,Bachelors Degree,M,Bronze,3,304,1,12.19
3051,USA,Bachelors Degree,M,Bronze,3,60,2,63.21
3052,USA,High School Degree,M,Silver,2,120,2,64.36
3054,USA,Bachelors Degree,M,Bronze,2,133,2,47.79
3057,USA,High School Degree,M,Normal,0,200,3,93.35
3058,USA,Partial High School,M,Bronze,2,147,2,18.54
3060,USA,Bachelors Degree,M,Bronze,5,45,1,27.85
3065,USA,Bachelors Degree,M,Bronze,3,51,5,158.74
3066,USA,High School Degree,F,Bronze,5,48,1,18.06
3067,USA,High School Degree,F,Bronze,1,49,1,29.35
3068,USA,Partial High School,F,Normal,4,28,4,55.15
3069,USA,High School Degree,M,Bronze,3,16,2,61.92
3070,USA,Partial High School,M,Bronze,3,271,2,40.89
3075,USA,Bachelors Degree,M,Bronze,3,29,8,218.91
3076,USA,High School Degree,F,Normal,1,137,2,47.2
3079,USA,Partial High School,M,Normal,4,139,2,55.51
3081,USA,Bachelors Degree,F,Bronze,2,211,1,35.01
3082,USA,Bachelors Degree,F,Bronze,1,86,2,41.38
3086,USA,High School Degree,M,Bronze,1,121,1,35.54
3087,USA,Graduate Degree,M,Bronze,2,262,2,43.37
3092,USA,Bachelors Degree,M,Bronze,0,105,5,141.59
3097,USA,Partial College,M,Bronze,1,28,6,159.98
3098,USA,High School Degree,M,Bronze,3,142,2,77.4
3099,USA,High School Degree,M,Bronze,4,115,3,68.89
3100,USA,High School Degree,M,Golden,3,16,3,48.77
3101,USA,Bachelors Degree,M,Golden,3,36,6,210.61
3102,USA,Partial High School,M,Normal,1,47,1,11.23
3103,USA,High School Degree,F,Silver,1,117,2,39.21
3104,USA,High School Degree,M,Bronze,4,116,1,14.31
3105,USA,Partial College,M,Bronze,4,90,1,8.31
3107,USA,Partial High School,F,Silver,1,22,1,6.75
3109,USA,High School Degree,M,Bronze,4,96,4,113.13
3111,USA,Bachelors Degree,M,Bronze,1,192,2,64.56
3112,USA,Bachelors Degree,F,Bronze,3,30,4,53.54
3113,USA,Partial High School,M,Normal,3,21,7,161.5
3114,USA,High School Degree,M,Silver,5,162,4,146.53
3115,USA,Partial High School,M,Normal,3,36,3,47.08
3116,USA,Partial High School,F,Bronze,2,31,2,9.99
3117,USA,Partial College,M,Bronze,2,53,1,10.79
3121,USA,Bachelors Degree,M,Bronze,4,104,4,78.62
3122,USA,High School Degree,F,Bronze,1,267,2,34.51
3124,USA,Partial High School,F,Golden,4,55,12,359.95
3127,USA,Bachelors Degree,F,Silver,2,30,3,109.76
3128,USA,High School Degree,M,Normal,2,31,3,50.61
3130,USA,Bachelors Degree,F,Normal,5,21,9,395.4
3131,USA,Partial High School,F,Normal,2,16,2,49.08
3132,USA,Bachelors Degree,F,Bronze,4,285,2,63.66
3133,USA,Bachelors Degree,M,Bronze,3,211,3,64.67
3139,USA,Bachelors Degree,F,Bronze,5,100,2,97.33
3140,USA,Bachelors Degree,M,Silver,2,193,2,74.33
3142,USA,Partial High School,F,Normal,2,112,1,18.63
3143,USA,Bachelors Degree,F,Silver,2,203,3,79.8
3145,USA,High School Degree,M,Bronze,5,304,1,40.52
3146,USA,High School Degree,M,Bronze,4,230,2,47.78
3149,USA,High School Degree,F,Normal,5,83,8,204.1
3152,USA,Bachelors Degree,M,Silver,0,182,1,12.42
3153,USA,Bachelors Degree,F,Bronze,0,37,6,208.32
3155,USA,Bachelors Degree,F,Silver,1,78,2,47.07
3157,USA,Partial High School,M,Bronze,2,12,3,103.91
3158,USA,Partial High School,F,Bronze,3,182,2,75.03
3159,USA,Bachelors Degree,F,Normal,3,231,1,38.75
3160,USA,Partial High School,F,Silver,1,40,11,334.46
3161,USA,Partial High School,F,Normal,3,10,6,177.28
3163,USA,High School Degree,F,Bronze,0,74,3,125.96
3164,USA,Partial High School,F,Normal,1,13,3,55.65
3165,USA,Partial High School,F,Normal,2,143,1,37.84
3166,USA,High School Degree,M,Bronze,1,37,4,164.37
3169,USA,Partial High School,M,Silver,3,61,2,54.84
3170,USA,Partial College,M,Bronze,0,22,2,64.36
3172,USA,Partial High School,F,Normal,1,181,2,50.28
3173,USA,High School Degree,M,Golden,4,35,7,175.8
3175,USA,High School Degree,F,Bronze,2,257,2,50.67
3176,USA,Partial High School,M,Golden,4,114,1,5.7
3178,USA,High School Degree,F,Bronze,3,21,3,136.78
3179,USA,Bachelors Degree,F,Golden,5,116,1,24.27
3180,USA,Partial High School,F,Normal,4,37,2,58.11
3181,USA,Partial High School,F,Bronze,4,5,1,24.54
3182,USA,Partial College,M,Bronze,3,15,6,79.09
3183,USA,Graduate Degree,F,Bronze,2,105,2,77.19
3187,USA,Bachelors Degree,F,Bronze,3,12,3,128.99
3188,USA,Partial College,M,Bronze,2,74,5,119.63
3193,USA,Partial High School,M,Normal,2,53,2,63.59
3194,USA,Graduate Degree,M,Bronze,1,201,1,7.98
3196,USA,High School Degree,M,Bronze,2,58,6,184.61
3197,USA,High School Degree,F,Bronze,5,15,11,391.75
3198,USA,Graduate Degree,M,Bronze,4,49,1,11.73
3199,USA,High School Degree,F,Golden,4,100,5,112.43
3200,USA,Partial High School,M,Normal,4,224,1,19.98
3201,USA,Partial College,F,Bronze,0,197,5,118.69
3202,USA,Bachelors Degree,F,Golden,4,197,4,101.99
3203,USA,Partial High School,M,Bronze,3,49,1,35.6
3204,USA,High School Degree,F,Bronze,0,74,3,135.67
3205,USA,Graduate Degree,M,Bronze,1,90,1,32.75
3207,USA,Bachelors Degree,M,Normal,5,78,5,125.05
3208,USA,High School Degree,M,Bronze,5,28,3,50.26
3211,USA,High School Degree,F,Bronze,3,296,2,36.68
3213,USA,High School Degree,M,Bronze,2,14,6,154.3
3215,USA,High School Degree,M,Normal,2,126,2,68.12
3216,USA,Partial High School,F,Normal,1,41,3,84.82
3217,USA,Bachelors Degree,M,Golden,1,63,1,5.68
3218,USA,Partial High School,F,Normal,2,55,5,104.15
3219,USA,Bachelors Degree,M,Bronze,4,21,2,79.09
3222,USA,Graduate Degree,M,Silver,1,55,2,49.7
3227,USA,Partial College,F,Bronze,4,356,1,33.3
3228,USA,Bachelors Degree,M,Bronze,0,85,2,35.34
3231,USA,High School Degree,M,Golden,3,11,9,244.36
3233,USA,High School Degree,F,Bronze,5,66,3,93.12
3236,USA,Partial High School,F,Bronze,3,29,5,211.19
3237,USA,High School Degree,F,Bronze,0,111,1,9.86
3238,USA,Partial High School,M,Normal,1,80,1,5.84
3239,USA,Bachelors Degree,F,Bronze,4,7,13,425.58
3240,USA,Partial High School,M,Bronze,1,150,2,61.87
3242,USA,Partial High School,F,Normal,3,21,15,361.52
3243,USA,Partial High School,F,Normal,2,10,9,219.45
3245,USA,Partial College,F,Bronze,2,40,9,242.93
3246,USA,Partial High School,F,Normal,4,3,4,99.05
3249,USA,Bachelors Degree,F,Bronze,3,21,8,115.76
3250,USA,Partial High School,F,Normal,3,115,4,86.4
3251,USA,High School Degree,F,Bronze,4,16,1,34.43
3252,USA,Partial High School,M,Normal,1,280,1,33.36
3253,USA,Bachelors Degree,M,Bronze,3,88,9,302.56
3254,USA,Partial High School,F,Normal,2,121,3,101.29
3257,USA,Bachelors Degree,M,Bronze,4,360,1,31.56
3258,USA,High School Degree,F,Bronze,3,71,4,97.96
3262,USA,High School Degree,F,Bronze,1,128,1,14.01
3263,USA,High School Degree,M,Bronze,2,251,1,13.94
3267,USA,Partial High School,M,Normal,2,5,6,150.42
3268,USA,Graduate Degree,F,Golden,5,21,5,94.86
3271,USA,Partial High School,F,Normal,2,18,8,313.21
3273,USA,Partial High School,F,Normal,1,140,2,55.28
3274,USA,Partial High School,F,Normal,4,194,1,8.34
3275,USA,Bachelors Degree,M,Silver,1,37,3,75.64
3276,USA,Partial College,M,Bronze,2,48,1,17.47
3279,USA,High School Degree,M,Bronze,1,105,2,24.87
3282,USA,Bachelors Degree,F,Bronze,5,69,2,63.76
3283,USA,Partial High School,F,Bronze,2,136,4,131.14
3285,USA,High School Degree,M,Bronze,2,174,3,72.48
3286,USA,Partial High School,M,Normal,5,88,4,67.59
3287,USA,Partial High School,F,Golden,4,256,1,33.75
3288,USA,High School Degree,F,Bronze,2,47,4,111.02
3289,USA,High School Degree,M,Bronze,5,128,1,5.16
3291,USA,High School Degree,M,Bronze,2,282,2,101.18
3292,USA,Partial College,F,Bronze,2,71,3,29.22
3293,USA,Partial College,F,Bronze,2,113,4,83.6
3294,USA,High School Degree,F,Bronze,0,225,1,15.37
3297,USA,Bachelors Degree,M,Bronze,0,19,4,112.76
3298,USA,High School Degree,F,Bronze,2,260,1,30.24
3299,USA,High School Degree,F,Silver,3,73,1,26.26
3300,USA,Bachelors Degree,F,Silver,3,174,2,119.85
3301,USA,High School Degree,F,Golden,1,121,4,42.46
3302,USA,Partial High School,M,Bronze,2,106,7,201.94
3304,USA,Partial High School,M,Normal,1,30,3,28.19
3305,USA,Partial College,M,Silver,3,14,10,304.58
3306,USA,Partial College,F,Normal,3,27,3,52.18
3307,USA,High School Degree,F,Bronze,2,302,1,44.59
3308,USA,Bachelors Degree,M,Golden,1,112,5,189.7
3309,USA,Bachelors Degree,M,Bronze,0,168,1,27.14
3310,USA,Partial High School,F,Normal,1,41,6,178.02
3311,USA,Graduate Degree,F,Bronze,2,231,5,95.52
3312,USA,Bachelors Degree,F,Bronze,4,247,2,73.47
3313,USA,High School Degree,M,Bronze,0,274,2,15.54
3316,USA,Partial High School,M,Silver,0,36,4,138.27
3319,USA,Partial High School,M,Normal,3,161,2,48.48
3320,USA,High School Degree,F,Bronze,3,133,1,27.43
3321,USA,High School Degree,M,Bronze,3,5,5,210.57
3322,USA,Bachelors Degree,F,Normal,3,184,2,62.62
3325,USA,High School Degree,M,Bronze,2,32,4,88.26
3327,USA,High School Degree,F,Bronze,4,3,3,73.14
3328,USA,Partial High School,F,Normal,4,34,8,242.07
3333,USA,Graduate Degree,F,Bronze,3,171,1,45.06
3334,USA,Graduate Degree,F,Bronze,2,8,4,152.65
3336,USA,Partial High School,F,Bronze,2,49,3,31.32
3337,USA,Partial High School,M,Normal,0,28,4,137.97
3345,USA,Bachelors Degree,M,Silver,3,282,2,51.11
3346,USA,Bachelors Degree,F,Bronze,0,310,1,1.89
3349,USA,Partial High School,M,Golden,1,30,4,114.99
3350,USA,Partial High School,F,Normal,4,28,3,114.9
3351,USA,Partial High School,M,Bronze,2,42,4,48.81
3352,USA,Bachelors Degree,F,Bronze,0,78,9,245.11
3357,USA,Partial High School,M,Normal,0,108,1,34.81
3358,USA,High School Degree,F,Bronze,3,9,1,33.77
3359,USA,Bachelors Degree,M,Bronze,3,16,3,70.21
3360,USA,Bachelors Degree,M,Silver,1,4,6,206.34
3361,USA,Partial High School,M,Silver,1,14,4,81.77
3367,USA,Bachelors Degree,F,Golden,4,228,2,35.75
3369,USA,Partial High School,M,Bronze,1,116,1,37.56
3370,USA,High School Degree,F,Bronze,3,13,2,45.98
3373,USA,Graduate Degree,F,Bronze,5,126,2,71.08
3376,USA,Partial High School,M,Normal,0,293,1,11.1
3380,USA,Partial High School,F,Bronze,3,25,2,40.63
3385,USA,Graduate Degree,M,Bronze,4,105,2,19.04
3386,USA,High School Degree,F,Golden,4,173,4,157.43
3387,USA,High School Degree,F,Silver,1,171,2,79.96
3388,USA,High School Degree,F,Golden,4,4,12,399.78
3389,USA,Bachelors Degree,M,Bronze,3,12,6,155.3
3392,USA,Partial College,F,Golden,5,16,1,42.21
3395,USA,Partial High School,F,Normal,4,36,4,186.58
3397,USA,High School Degree,F,Bronze,2,139,8,218.18
3401,USA,High School Degree,M,Bronze,0,12,7,220.53
3403,USA,Partial High School,F,Golden,5,55,1,23.44
3404,USA,Partial College,F,Bronze,2,131,6,186.29
3405,USA,High School Degree,M,Bronze,3,218,1,7.5
3407,USA,Partial High School,M,Normal,3,3,2,30.94
3409,USA,Bachelors Degree,M,Silver,3,194,1,16.81
3410,USA,Partial High School,F,Bronze,0,48,1,1.24
3412,USA,High School Degree,M,Bronze,5,21,3,100.43
3413,USA,Partial High School,F,Normal,4,66,4,42.98
3414,USA,Bachelors Degree,M,Bronze,0,153,2,61.43
3415,USA,Partial High School,M,Bronze,5,121,4,94.45
3416,USA,Graduate Degree,F,Silver,3,12,1,6.96
3418,USA,Bachelors Degree,M,Golden,3,4,12,412.78
3422,USA,High School Degree,M,Bronze,1,5,9,197.16
3423,USA,Bachelors Degree,F,Bronze,2,21,9,264.7
3425,USA,Bachelors Degree,M,Silver,4,12,3,44.13
3426,USA,Bachelors Degree,F,Bronze,1,196,4,113.4
3427,USA,High School Degree,F,Golden,3,244,2,56.46
3428,USA,High School Degree,F,Silver,3,53,2,55.73
3434,USA,High School Degree,F,Bronze,5,133,4,159.28
3435,USA,Partial High School,M,Normal,3,10,5,68.53
3436,USA,Partial High School,F,Bronze,2,78,6,193.12
3437,USA,Bachelors Degree,F,Bronze,3,69,1,38.36
3438,USA,Partial High School,M,Bronze,3,36,3,35.3
3441,USA,Bachelors Degree,F,Bronze,2,5,10,234.91
3442,USA,High School Degree,M,Bronze,2,5,4,111
3443,USA,Bachelors Degree,F,Bronze,5,143,3,117.78
3445,USA,High School Degree,M,Silver,5,49,2,46.22
3446,USA,High School Degree,F,Bronze,4,94,2,54.47
3448,USA,High School Degree,M,Bronze,2,47,12,328.39
3449,USA,High School Degree,F,Bronze,2,203,2,91.36
3451,USA,High School Degree,M,Silver,4,323,1,47.65
3452,USA,Bachelors Degree,M,Bronze,3,173,2,37.62
3453,USA,High School Degree,M,Bronze,1,290,1,15.84
3455,USA,High School Degree,F,Bronze,4,208,1,45.48
3457,USA,High School Degree,M,Bronze,1,14,1,35.21
3458,USA,Partial High School,F,Normal,5,47,4,115.29
3460,USA,Partial College,F,Bronze,1,77,6,134.66
3462,USA,Partial College,M,Bronze,4,203,2,76.81
3463,USA,Partial High School,M,Normal,0,14,9,234.07
3466,USA,Partial High School,M,Bronze,1,96,3,128.66
3467,USA,High School Degree,M,Bronze,0,60,3,87.15
3469,USA,Bachelors Degree,M,Silver,4,12,5,134.71
3470,USA,Bachelors Degree,M,Silver,2,40,4,81.88
